,hr0,hr0.25,hr0.5,hr1,hr2,hr4,hr8,hr12,hr24
AT3G52450,-0.749652098,1.188270842,0.527158567,1.954635859,-0.847053145,-0.284442557,-0.392905807,-0.685145192,-0.710866468
AT3G52540,-1.109158528,-0.660960755,-1.112040957,0.467580336,0.92077394,0.218258029,1.935207042,-0.428746689,-0.230912418
AT3G52740,-0.649952705,0.158940472,-0.592021249,2.36656025,-0.122403139,0.617963108,-0.901622851,-0.381957404,-0.495506482
AT3G52910,1.055857229,-0.000274584,1.092892532,-0.360255569,-1.026645346,0.200304762,-1.506169686,1.284610472,-0.740319811
AT3G53200,-0.345312466,-1.026745314,-1.313244851,-0.321933248,1.42940916,-0.368626765,0.528819236,-0.167171133,1.584805381
AT3G53232,-0.111578355,-0.542894981,-1.104530304,-1.008806293,1.387676966,-0.493753389,1.511637592,-0.502629198,0.864877962
AT3G53250,-0.890869844,-0.839593374,-0.64796569,-1.634634295,0.814426176,1.025456048,0.54060722,1.003089271,0.629484488
AT3G53600,-0.707197807,1.76125945,0.079374923,1.676383182,-0.567951872,-0.523180333,-0.571598066,-0.560184566,-0.586904911
AT3G53720,-1.677484256,-0.948601359,1.436199836,-0.745896944,0.168407734,0.487953687,1.142398065,0.2761758,-0.139152564
AT3G53830,-0.667252967,-0.671104869,-0.665875584,0.3956045,-0.578418014,2.387877233,-0.31543894,0.482688938,-0.368080297
AT3G54500,-0.837464118,-0.556435512,-0.675627534,0.296119912,-0.787369243,1.500763746,1.741800203,0.050479911,-0.732267363
AT3G54810,0.663855621,0.812356966,1.62710815,-0.624231803,-0.776009928,-0.463739673,-1.582091857,0.662917418,-0.320164895
AT3G54890,-0.932122977,-0.830480127,-0.889804906,-0.620688271,-0.016498722,1.696208427,0.396499275,1.468376492,-0.271489192
AT3G54990,-0.923309538,-0.088728883,-0.793307667,2.422324211,-0.24455129,0.512767197,-0.104552865,-0.344125904,-0.436515261
AT3G55130,-1.105452387,-1.097832779,-0.829334899,0.020339953,0.107622466,2.140661355,0.412409905,0.347003686,0.004582699
AT3G55980,-0.591581223,0.896456937,2.366115494,-0.395778736,-0.442941153,-0.538354115,-0.256240461,-0.494491163,-0.54318558
AT3G56260,-1.368427654,-0.620022116,-1.000084878,1.364944709,0.450128177,1.579692537,0.14036465,-0.352686339,-0.193909086
AT3G56290,-0.583940584,0.264570652,-0.45052835,2.442207742,-0.505217899,0.492151867,-0.547622635,-0.498969463,-0.612651331
AT3G56400,-0.187028339,0.644266373,2.125059953,-1.118756208,-0.375159891,-0.963351973,0.61918557,-0.535409456,-0.20880603
AT3G57800,1.074818581,-1.442254362,0.474505935,-1.857624528,0.218650708,-0.147467578,0.710898465,0.334500961,0.633971818
AT3G57920,-0.3505505,1.779495157,0.020097585,1.596786746,-0.945469875,-0.429116461,-0.873239971,-0.372799244,-0.425203436
AT3G58190,-0.245031022,0.168793644,-1.055800356,-0.484281976,1.155946437,-1.344063269,1.804250398,-0.286426845,0.286612988
AT3G58710,-1.185548391,0.501092188,-0.264930843,0.187244173,0.740717676,-1.155350167,1.839607356,-0.944118153,0.28128616
AT3G59060,-1.088836478,-0.131135062,-0.555982545,0.748641018,-0.921701439,2.061372316,0.634305463,-0.101510977,-0.645152297
AT3G59400,-0.915066342,-0.62742533,-0.703082904,0.311389851,0.098184624,2.409666101,0.040108813,-0.013968972,-0.599805841
AT3G60390,0.737843841,-1.69790175,-0.116116347,-1.674707245,0.577693147,0.205484357,0.419339862,0.819314621,0.729049512
AT3G60490,-0.632696318,-0.772673055,-0.625508149,-0.693229975,0.884322934,-0.512061023,2.189660105,-0.292301483,0.454486965
AT3G60530,-0.083804219,-0.250247543,0.726495312,-1.181638937,0.24955268,-1.214434968,2.038889094,-0.510869182,0.226057763
AT3G60630,0.024071068,0.480462394,0.391707447,1.46731907,-0.736505243,0.401270232,-1.717443835,0.782834942,-1.093716075
AT3G61150,-0.430184323,0.167543816,0.177876592,-0.530635945,-0.446622901,2.282079111,-1.426042123,0.027204901,0.178780872
AT3G61190,-0.514207807,0.651888025,2.433739042,-0.069096143,-0.597018395,-0.662941113,-0.197669109,-0.490066677,-0.554627823
AT3G61220,-1.243538845,-0.419156048,-0.724721506,0.712962668,0.015231929,2.144379592,0.29177191,-0.028710943,-0.748218757
AT3G61630,0.764753237,-0.406147088,0.036451591,0.025961811,0.375991617,-1.438213146,1.845332039,-1.275916872,0.071786811
AT3G61750,-0.468230394,0.399795349,-0.670531376,2.097194553,-0.656944858,1.019484498,-0.966854077,-0.173042977,-0.580870719
AT3G61830,1.168105872,0.31908934,2.000905739,-0.84132765,-0.570493844,-0.863643249,-0.811674153,-0.123957927,-0.277004128
AT3G61950,-0.19247564,-0.560652301,-0.755237075,-1.20874552,-0.135023329,2.147039134,0.165872482,0.908465965,-0.369243717
AT3G62090,1.895870334,-0.303604176,1.314389535,-0.923842862,-0.122114711,-1.189062477,-0.533663709,-0.137169686,-0.000802246
AT3G62150,-1.571556205,0.090190391,-1.281205084,1.566910851,0.291001626,-0.501584266,0.993033908,0.300479019,0.112729761
AT3G63350,0.366158715,0.107848165,2.329718637,0.363610786,-0.981101124,-0.805660564,-0.636895247,-0.353381364,-0.390298006
AT4G00050,-0.64968695,-0.131406558,-0.653677651,1.244619867,-0.487680504,2.084940789,-0.940745467,-0.179767213,-0.286596312
AT4G00130,1.906273717,0.903192167,0.22866265,0.546530831,-0.883778904,-0.749207102,-1.245201392,-0.521948183,-0.184523784
AT4G00150,-0.906329793,-0.850277044,-0.272280264,-0.522417464,0.637848854,-0.847268508,2.065700905,-0.139917665,0.834940979
AT4G00210,-0.920545315,-0.682167951,-0.978298516,-0.425479522,1.060973971,-0.225841743,1.614815529,-0.61893851,1.175482058
AT4G00480,-0.786120482,-0.640310695,-0.528187451,0.066746552,-0.166274556,2.105570906,-0.848927548,1.169731511,-0.372228237
AT4G00940,0.822529871,-0.081019684,-1.626847556,2.025622639,-0.151207067,-0.71707645,-0.071558482,-0.149358166,-0.051085105
AT4G01120,-0.054069631,1.651765736,0.382955626,1.578990087,-0.736691476,-0.623472621,-0.547969231,-0.955057878,-0.696450612
AT4G01250,-0.903669793,0.294014045,-0.237258884,2.298370092,-0.452981655,-0.443531647,0.71642513,-0.767544803,-0.503822484
AT4G01460,-0.762687684,-0.766915169,0.764619826,-1.101653664,-0.101845515,2.072840275,0.481021252,0.10862637,-0.694005689
AT4G01540,-0.499168773,1.326722437,0.530942563,1.799005882,-0.918221734,-0.088864755,-0.735240398,-0.508403084,-0.906772137
AT4G01750,-0.656337134,0.49231557,-0.710551726,2.433283374,-0.590451794,0.243694509,-0.451972219,-0.38230871,-0.37767187
AT4G03400,-0.36334075,1.774004815,-0.124113678,1.644745013,-0.458602038,-0.633922372,-0.989425612,-0.580348348,-0.268997031
AT4G04700,-0.762869687,-0.555298569,-0.847767345,1.977130211,-0.500680178,1.392383378,-0.20967002,0.00528841,-0.498516199
AT4G04840,-1.06175882,-0.884138822,-1.066911982,0.321934856,0.651797396,1.722236711,1.078592595,-0.332972961,-0.428778974
AT4G04890,0.276044299,0.319757726,1.009217774,0.079338844,-0.407059541,1.09901798,-2.259408825,0.336159211,-0.453067469
AT4G05100,2.139068818,-0.683749876,-0.699411981,1.274946011,-0.369024303,-0.51446815,-0.360342821,-0.363471722,-0.423545976
AT4G05170,1.612713345,-0.684817039,-0.738468799,0.69048444,-0.400273347,0.606674777,-1.627767174,0.810907999,-0.269454201
AT4G06746,-0.983759046,-1.051320599,-1.305590873,-0.631597128,0.926833658,0.104629976,0.931631263,0.82132667,1.187846079
AT4G08040,-0.190807666,2.079479352,0.450322719,1.017913528,-0.461145172,-0.915344136,-0.518560894,-0.80995541,-0.651902321
AT4G09460,1.401464319,-1.193392657,-0.075559784,-1.84376242,0.883657165,-0.207222196,0.410020488,0.411013746,0.213781339
AT4G09530,1.06412963,0.269473723,1.827265216,-1.190699811,-0.650563473,-0.806092239,-0.93415486,0.2562297,0.164412113
AT4G09750,-0.755946588,-0.125660037,-0.309580933,1.477592981,-0.659277613,1.923636079,-0.434452243,-0.25255346,-0.863758186
AT4G10020,0.399083148,-0.252095215,1.746399327,-1.574958556,-0.007889934,-1.254833601,0.800479753,-0.030554007,0.174369086
AT4G10150,2.131189362,-0.063909343,0.780026265,-1.275759233,0.045649528,-0.873256481,-0.388108504,-0.523855004,0.16802341
AT4G10240,0.142904738,-0.252696679,0.331627114,-1.50374685,-0.192013222,-0.939554033,2.137118067,0.236667338,0.039693528
AT4G10265,-0.571416189,-0.334979146,-0.668140973,2.15278178,-0.245195661,1.245400913,-0.675627425,-0.400279285,-0.502544014
AT4G11050,0.855048936,0.012600042,0.972629303,-1.306779476,-0.942832221,-0.26275572,-0.975532185,1.644812481,0.002808841
AT4G11280,-0.505481016,0.550168727,2.504538027,-0.340205583,-0.45468701,-0.237046628,-0.617993764,-0.404141734,-0.49515102
AT4G11360,-0.661693972,1.335810602,-0.015908486,2.036189862,-0.509357068,-0.330308425,-0.38015234,-0.862172959,-0.612407214
AT4G11570,-0.969136419,0.431838346,-0.619844563,2.34179122,-0.312519082,0.02394267,0.313691216,-0.407790966,-0.801972421
AT4G11660,-0.393267644,-0.103113428,1.484916898,-0.182976581,-0.405218416,1.765459672,-0.420155566,-0.318281702,-1.427363233
AT4G12000,-0.197318607,0.908713885,-0.014924646,2.2362709,-0.845588235,-0.05154275,-0.667463729,-0.551639735,-0.816507082
AT4G13010,-0.786252064,0.207641198,-0.112818886,1.545781521,-0.97693521,1.631874569,0.030891139,-0.513116204,-1.027066063
AT4G13300,-0.865207205,-0.303981132,-0.776597845,0.039998655,0.224734106,-0.377999615,2.50238299,-0.202594304,-0.240735649
AT4G13310,-0.484845585,-0.365724444,-0.462208588,-0.334412442,0.105525666,-0.421359824,2.625052567,-0.390094446,-0.271932905
AT4G13340,-0.733645303,2.006721869,0.715037936,0.978158345,-0.5283883,-0.939450214,-0.454577017,-0.685542075,-0.358315241
AT4G13395,-1.007737602,0.030753863,0.986609182,-1.14252611,0.150908868,-0.526614897,2.05493822,-0.400932435,-0.145399088
AT4G13620,1.238649072,0.75714421,-0.613638622,1.489580799,-0.739167153,-0.929463386,-1.281259923,0.387018912,-0.30886391
AT4G13790,1.976982347,-0.734382807,-1.138604629,-0.19387215,1.044020668,-0.79326536,-0.607428927,0.100204396,0.346346462
AT4G14250,-0.115194254,-0.746601486,-0.874901719,-0.611461858,0.752542328,-0.664893515,2.226964581,-0.384251122,0.417797045
AT4G14540,-1.302793517,-0.157606422,0.178178871,-0.29632383,-0.344112676,2.12904581,0.732629198,0.045011321,-0.984028755
AT4G14690,-0.596742227,-0.303065603,-0.587028049,0.571985514,-0.355071622,2.483790705,-0.391929935,-0.194650506,-0.627288276
AT4G14980,-0.944653014,0.09850959,-0.729354356,1.924270532,-0.575651947,1.156168522,-0.895816916,0.425984205,-0.459456615
AT4G15248,-0.596375477,0.508787866,-0.37539755,2.372912331,-0.637585484,0.452701614,-0.633974458,-0.494340055,-0.596728787
AT4G15300,-1.636403917,-0.122192187,-0.242652006,0.873692248,-0.534759069,1.077768664,-0.286956219,1.570515191,-0.699012705
AT4G15396,-1.320920981,-0.669592461,-0.51056758,0.060321898,0.921691705,-0.698037791,2.015395959,-0.147700373,0.349409623
AT4G15430,-0.747998459,-0.511311396,-1.03299282,1.945636661,-0.66969008,1.2333418,0.378315383,-0.162462243,-0.432838847
AT4G15440,-0.865557136,-0.814213423,-0.827358777,-0.682900016,0.960093252,-0.26246802,2.063889509,-0.003540266,0.432054876
AT4G15490,-1.470397982,-0.511649757,-0.030690916,-0.616793298,-0.264379786,1.51230665,1.648208035,-0.340270105,0.073667158
AT4G15630,-0.579386353,0.093644983,-0.446549888,1.841909989,-0.403014215,1.442639334,-1.218202126,-0.18025519,-0.550786534
AT4G16140,-1.312986066,-0.305459122,-0.76609974,1.808611911,0.016469879,1.304508475,-0.553773595,0.29024313,-0.481514873
AT4G16610,0.056457174,0.12464744,0.422160006,1.699208437,-0.657263852,-0.003289055,-1.88871954,0.788991223,-0.542191833
AT4G16640,2.327827258,0.240339523,-1.086204769,0.06036707,-0.771525331,0.035566359,-0.552523024,0.323606711,-0.577453797
AT4G16670,1.916768834,-0.335150747,1.081481191,-1.148019135,-0.447594946,-0.531792394,-1.027278139,0.062969144,0.428616191
AT4G16690,-1.140320633,-0.260230616,-0.059592635,0.25183499,-0.31430495,0.848280611,2.145200465,-0.55795278,-0.912914452
AT4G16780,0.847403576,-1.548927499,-1.054307035,-1.254894096,0.380179803,0.187516859,0.705506754,0.937603065,0.799918573
AT4G17090,-0.319927552,1.28143578,-0.191531571,2.034775006,-0.376849454,-0.255421855,-1.015760314,-0.870378479,-0.286341562
AT4G17215,1.82626516,-0.100454146,-1.399052225,1.137893427,-0.838975828,0.053162141,-0.469953502,0.37154936,-0.580434387
AT4G17230,-1.028492804,1.544807697,1.656471542,-0.251797214,-0.340033275,-0.457876107,0.371236262,-1.037754076,-0.456562025
AT4G17490,-0.793888213,1.300738391,1.743495235,-0.45604903,-0.569668696,-0.888401252,0.802056632,-0.681272192,-0.457010875
AT4G17500,-1.515118158,0.582380351,0.966571526,-1.108245596,0.227451397,-0.400603848,1.698467094,-0.270819734,-0.180083032
AT4G17670,-0.477477432,1.283168283,0.077238764,2.060609257,-0.629066824,-0.303025819,-0.794128882,-0.524109976,-0.69320737
AT4G17785,2.026776685,-0.99773429,0.814074858,0.354723145,-0.221057846,-0.064553148,-1.338860222,-0.065099744,-0.508269438
AT4G17810,-1.296432856,-0.794256055,-0.309448578,-0.539520136,-0.202841638,1.962500015,0.941834721,0.615878962,-0.377714434
AT4G18010,-0.818174979,2.246700806,-0.089651987,0.997802215,-0.546946004,-0.442338592,-0.104062891,-0.64041319,-0.602915379
AT4G18020,-0.999796061,-0.481332695,-0.321298091,0.818982818,-0.397950856,2.24906345,-0.34096448,0.248089399,-0.774793485
AT4G18170,-0.714783843,-0.79312702,-0.725353464,-0.486920478,0.543735991,-0.046280576,2.397199509,-0.223668692,0.049198572
AT4G18210,-0.908238939,0.96226472,-0.034324477,1.770720996,-0.837842658,0.840126525,-0.005259172,-0.66219198,-1.125255014
AT4G18340,-1.061349105,-0.279741854,-0.983144818,0.548716376,0.496880135,-0.320725,2.226388767,-0.424142213,-0.202882288
AT4G18390,-1.127515285,-0.829759852,-0.01999364,-0.258149201,0.355224282,-0.871104809,2.133034416,0.725784282,-0.107520191
AT4G18880,-0.447884874,0.413368145,1.359587739,-1.240986148,0.201717618,-1.382946848,1.451045101,-0.42048039,0.066579656
AT4G18890,-1.070025254,0.90742326,-0.617374913,-1.135387414,-0.334487263,-0.531661496,1.831648207,0.758455054,0.191409818
AT4G19690,0.008777098,0.192064333,-1.312505514,-0.403708936,1.299875136,-1.171936561,1.099486718,-0.795159772,1.083107497
AT4G20000,-0.909853301,0.397098459,1.306795288,-0.667986839,-0.532521384,-0.878108948,1.87175906,-0.5485731,-0.038609235
AT4G20380,-0.771555385,0.24144132,1.442637021,-0.568618591,-0.764825467,0.197112186,1.688293503,-1.176863472,-0.287621115
AT4G20860,-0.818397746,1.559652054,0.260009451,1.728120317,-1.051486471,-0.424588896,-0.28971663,-0.412457185,-0.551134894
AT4G21200,0.313742301,0.399759062,-0.127440223,2.408433276,-0.53181197,-0.576156782,-0.912354163,-0.527649402,-0.4465221
AT4G21340,1.219218525,-0.229218262,-0.490349061,1.01842239,-0.60460955,0.71843892,-1.875856408,0.735588048,-0.491634602
AT4G21440,1.524810093,-0.588379191,0.155046303,1.828921273,-0.711948865,-0.763872491,-0.632749215,-0.141815945,-0.670011962
AT4G21610,1.204531722,0.833554313,1.19240689,0.268199041,-0.685764019,-1.000991459,0.319047426,-0.557588448,-1.573395466
AT4G21680,-0.686564094,1.235218395,-0.336551786,2.094480373,-0.45509675,-0.884386592,0.014978209,-0.615607579,-0.366470177
AT4G21830,-1.652852788,0.32256901,-1.264463439,1.363509177,0.774906853,0.879470922,0.182011594,-0.061930893,-0.543220437
AT4G21840,-0.756788661,1.789065866,0.117116922,1.603964335,-0.637809933,-0.506489445,-0.261261202,-0.663263215,-0.684534669
AT4G21870,-0.982580557,-0.195746653,-0.651649652,1.660225353,-0.381914903,1.600229908,-0.802814369,0.342915745,-0.588664873
AT4G21903,-0.865126383,-0.37197556,-0.691452902,-0.026521494,0.422971205,-0.515522518,2.427148516,-0.526393726,0.146872863
AT4G22070,-0.786512872,0.298224522,-0.980618025,-0.269377776,-1.105338136,0.478771735,2.159289441,-0.145845867,0.351406979
AT4G23550,-0.584352743,0.06866839,-0.45608635,2.59585037,-0.509156509,-0.044520249,-0.166202983,-0.52184247,-0.382357456
AT4G23750,1.138471897,0.124500768,1.560414102,-1.088074759,0.007194024,-1.409515797,-0.71107491,0.691881463,-0.313796789
AT4G23810,-0.984383509,1.458352029,0.833699691,-0.45971027,-0.553681004,-0.654951659,1.581593409,-0.522350031,-0.698568656
AT4G23990,-0.49475485,0.161116017,-0.100615555,1.47827925,-0.891499945,1.824362702,-0.843477613,-0.397898587,-0.735511419
AT4G24000,-1.218445939,-0.667903219,1.806235259,-0.325524873,-0.606870029,-0.567134919,1.263971601,-0.268462327,0.584134447
AT4G24020,-1.486578157,-0.799351852,-0.390645673,1.310711298,-0.69038603,1.541521668,0.647058924,-0.075938449,-0.056391728
AT4G24110,-0.984197903,-0.276868386,0.072634588,2.057803599,-0.36907823,1.228950148,-0.767479266,-0.389204045,-0.572560504
AT4G24140,1.6306765,0.398093221,-1.398192291,1.30325013,-0.557428693,-0.496789598,0.193734873,-0.959708523,-0.113635618
AT4G24150,-0.014174183,0.418427951,2.478844648,-0.278900838,-0.479936415,-0.116944541,-0.617357549,-0.620406643,-0.76955243
AT4G24340,-1.564867512,-0.236038199,-0.724276978,-0.053810363,0.89159679,-0.149119092,1.994170578,-0.363149368,0.205494144
AT4G24380,-0.565895161,1.590780755,1.66004348,0.538277419,-0.69026583,-0.593378259,-0.528718275,-0.718537983,-0.692306145
AT4G24415,-0.951577685,-0.087732786,-0.165751003,1.819015034,-0.675887413,1.583699315,-0.417955031,-0.581071334,-0.522739097
AT4G24570,-0.443558148,0.31988925,2.585146327,-0.364571686,-0.459321601,-0.452991227,-0.382463097,-0.421939059,-0.380190759
AT4G24660,-0.90346845,-0.538590404,0.952602712,-0.995918654,-0.315365137,1.797817084,-0.464763163,1.051580099,-0.583894086
AT4G24700,-1.03668735,-0.096298413,-0.697802246,1.777583192,-0.484854125,1.499578378,0.117470787,-0.231641409,-0.847348815
AT4G25470,-0.484481163,1.283337414,2.065634379,0.151194846,-0.670418253,-0.627015074,-0.540249441,-0.601138686,-0.576864021
AT4G25480,-0.538891724,2.38789261,0.515311503,0.420694102,-0.611686912,-0.489722155,-0.618409215,-0.558123874,-0.507064334
AT4G25560,-0.381327384,-0.574699414,-0.958688094,2.547763163,-0.12897354,-0.28065175,-0.092079215,-0.094187315,-0.03715645
AT4G26150,-0.764548284,-0.340670758,-0.648143601,2.082365665,-0.208582311,1.329620717,-0.590133579,-0.347200562,-0.512707289
AT4G26200,-0.637293941,1.451324611,0.347073944,1.819438079,-0.737665663,-0.33413971,-0.286031988,-0.846690246,-0.776015087
AT4G26466,-0.125552814,0.472373807,1.979288676,0.122837599,-1.02754168,0.717396047,-1.10795832,-0.01590332,-1.014939995
AT4G26530,-1.395197664,-0.147433298,0.626383929,0.724248984,-0.798905481,1.249816078,-1.455468655,0.397977,0.798579107
AT4G26850,-0.845401041,-0.285529427,-0.52049573,1.238776896,-0.404149193,2.122568976,-0.320625399,-0.226495175,-0.758649908
AT4G27030,-1.013167491,-0.33573983,-1.026961114,0.635112095,0.355483454,2.179061539,-0.509433763,0.195553671,-0.47990856
AT4G27280,-0.467467361,0.401939136,2.528380328,-0.040220702,-0.624716461,-0.441356161,-0.525327691,-0.317925353,-0.513305735
AT4G27310,-1.005011397,1.185315914,0.487108173,1.148711391,-1.36165578,-0.596272929,1.132398582,-0.344377405,-0.646216549
AT4G27530,-1.027939628,-0.435199189,2.381583249,-0.505467143,-0.540791537,0.17601452,-0.535610774,0.023017708,0.464392794
AT4G27560,-1.451427775,-0.915603463,-1.332920563,0.634346243,0.898376512,1.265743983,0.168231528,0.075392392,0.657861143
AT4G27652,-0.554600049,1.364189917,2.093392149,-0.334544645,-0.505493222,-0.611205961,-0.446877614,-0.544416794,-0.460443781
AT4G27654,-0.503494668,1.108278205,2.265599613,-0.3800917,-0.501697088,-0.489281612,-0.515471172,-0.488595491,-0.495246086
AT4G27657,-0.539256947,1.493017148,1.916341142,0.108836701,-0.599545331,-0.48093132,-0.651503441,-0.5832633,-0.663694651
AT4G28110,1.539070132,-0.275440642,0.102544457,1.693937218,-0.93868825,-0.484746066,-0.443120295,-0.026384414,-1.16717214
AT4G28140,-0.792364294,-0.180772827,-0.423192868,-1.018459808,1.10244678,-0.280141436,1.436804744,-1.095346691,1.2510264
AT4G28290,-0.959471652,-0.441662069,-0.695814625,1.453524794,-0.216916484,1.79856907,0.300736544,-0.347827982,-0.891137595
AT4G28500,-0.189560849,-0.563324345,-0.999926047,-0.269509859,0.811995144,-1.072283215,2.177571973,0.146808556,-0.041771356
AT4G28560,0.282218181,0.06484843,1.002101148,-1.978273044,0.609532883,-1.272502273,0.235380769,0.972125698,0.084568209
AT4G29000,-0.281494067,-0.748497982,-0.307205258,-1.406683458,0.650697047,-0.515530653,2.103997067,0.103990023,0.400727281
AT4G29100,-0.477656648,-1.406806013,-1.128900181,-0.346813352,0.698911812,0.316365169,1.913011136,0.38417891,0.047709167
AT4G29190,-0.307806893,0.185781687,0.865285304,-0.750790304,0.138681759,-1.532449789,1.97721051,-0.528269976,-0.047642298
AT4G29780,-0.492430997,0.371451971,2.570253143,-0.317982947,-0.423644069,-0.461899687,-0.381165437,-0.418929387,-0.44565259
AT4G30980,1.096384568,0.225853729,0.517088201,0.930782851,-1.006634582,-0.095138618,-2.105460421,0.395094156,0.042030116
AT4G31380,0.016644082,-0.635396326,0.23873904,-1.372159552,0.124547016,-0.698465969,2.266449077,0.114200243,-0.054557612
AT4G31550,-0.418278775,1.088774172,-0.091642271,2.190536914,-0.872673564,-0.157889256,-0.509607221,-0.739279165,-0.489940835
AT4G31610,0.568514773,0.557783139,2.175119629,-0.113719005,-1.038159645,-0.295142284,-1.034219643,-0.250790502,-0.569386463
AT4G31730,-0.757197224,0.052023078,-0.535242339,2.51183681,-0.480226237,-0.305335083,-0.6861838,0.018377709,0.181947086
AT4G31800,-1.227692581,1.895590662,0.66653689,0.853883918,-0.536674256,0.332403531,-0.684919112,-0.564054014,-0.735075038
AT4G31940,0.738166843,0.125918054,-1.180966905,-0.387659945,1.675517985,-1.160830639,0.624807907,-1.009444419,0.574491119
AT4G32280,0.703817311,-1.51176174,-0.43393047,-1.702381711,0.713591317,0.130441728,0.584702374,0.51660528,0.998915912
AT4G32810,-0.241140239,0.45498136,-0.383446904,2.510436628,-0.505593251,-0.121662101,-0.718088774,-0.542157124,-0.453329594
AT4G32880,-0.099047701,-1.383540354,-1.320324817,-0.552483926,0.631028369,-0.078660623,1.752483188,0.532504976,0.518040888
AT4G32890,0.344927865,0.000807488,0.155424758,-1.031131143,0.956035559,-1.52265883,-1.07271783,0.915155602,1.25415653
AT4G32980,-0.573400259,-0.129536521,0.446305123,-0.060699335,-0.915764056,1.924919613,-1.108336858,1.100575764,-0.684063471
AT4G33070,-0.537935087,-0.548519685,-0.667931434,1.361128928,-0.448831886,2.086374531,-0.573186866,-0.298071838,-0.373026662
AT4G33280,0.536171049,-0.366669899,1.551723313,-0.83388503,-0.590166911,-0.4139795,-1.574493719,0.694143248,0.997157449
AT4G33660,-0.943505912,-0.523140457,-0.518201152,0.981246168,-0.324181491,2.068979198,0.142881712,0.193477853,-1.077555918
AT4G33880,1.618673782,-0.338151338,0.192239751,0.947862798,-0.993026686,0.30021057,-1.660179416,0.463898995,-0.531528456
AT4G34410,-0.542780354,1.05308512,2.278048659,-0.164804481,-0.538409829,-0.47673857,-0.548925076,-0.527824428,-0.531651042
AT4G34419,1.002917082,0.593524482,1.579750748,-1.020347135,-0.646287095,-0.30033876,-1.282795807,0.725628972,-0.652052488
AT4G34610,-0.919648329,-0.577319478,-0.741576453,0.616411829,-0.227205446,2.328956295,-0.418359956,0.314688668,-0.37594713
AT4G35580,-0.688700189,-1.517539852,-0.602109117,-0.996793813,1.093204518,0.481404583,1.419902142,0.187255013,0.623376716
AT4G35660,-0.650354981,1.379036357,-0.169360877,2.001108218,-0.625663286,-0.002281841,-0.648060632,-0.588052403,-0.696370555
AT4G35720,0.181612185,-1.124384471,-0.172024746,-2.045835199,0.848192044,0.249778882,0.472229704,1.125508047,0.464923555
AT4G35900,-1.47540309,-0.224742362,0.897207744,0.733891486,0.417466163,-0.993259177,1.566954743,-0.901376208,-0.020739301
AT4G36110,0.59845978,-0.860857538,-1.49627101,-0.728222236,1.735452865,-0.596348278,0.124517104,0.595676943,0.627592372
AT4G36260,-1.504139286,-0.550828068,0.610271622,-0.490245972,0.289869819,0.537161295,1.937752241,-0.833018771,0.00317712
AT4G36500,-2.165421882,0.986095385,-0.469986589,0.805159403,0.825705439,-0.111276204,0.754016534,-0.388995902,-0.235296184
AT4G36710,-2.065130865,1.344011587,0.783767067,0.159303423,0.384280732,0.481704746,-0.066519297,-0.072863826,-0.948553568
AT4G36730,-0.68955532,0.578291359,0.458175738,0.765621527,-0.31136012,-0.32662411,1.788954147,-1.594505564,-0.668997658
AT4G36780,-1.004056634,-0.119439271,0.272379192,-1.002024087,-0.676853238,1.067040312,2.033338484,-0.232648444,-0.337736314
AT4G36870,-1.009016618,-1.054921979,-0.626222812,-0.686429408,1.079616875,0.068909868,1.802263488,-0.285375147,0.711175733
AT4G36900,0.037462251,-0.598497092,-0.600929704,-0.519507755,0.790598995,-0.688999005,2.358691114,-0.535907625,-0.242911178
AT4G36920,-0.241095479,0.704397533,-0.605214917,2.323078982,-0.507019775,-0.311705903,-1.097109388,0.079038412,-0.344369466
AT4G37430,-0.698554488,-0.169881213,-0.531465698,2.428485207,-0.430994518,0.710887323,-0.569458524,-0.283800607,-0.455217482
AT4G37470,-0.768759716,0.416790026,-0.236731408,2.18680304,-0.458717954,0.69812385,-0.966952861,-0.874262333,0.003707358
AT4G37610,-1.009783634,0.938829377,0.559165374,0.772755455,0.107865576,-1.009557373,1.503211862,-1.21777804,-0.644708597
AT4G37730,-0.649873498,0.329633556,-0.070225434,-0.774695931,0.434470464,-0.828430081,2.365608131,-0.21946774,-0.587019468
AT4G37760,-0.748516576,-0.042524346,-0.676031097,1.499843107,-0.522429603,1.925499509,-0.458398475,-0.311154258,-0.666288259
AT4G37770,1.330280406,-1.548712972,-0.91546582,-0.67976621,0.338921492,-0.48243739,-0.061939573,0.74328071,1.275839358
AT4G37790,1.152611213,-1.90228933,-0.761275984,0.147651707,0.854052406,-0.707647393,1.053999063,0.301776467,-0.138878148
AT4G38300,-0.836222901,0.416555005,2.134778549,0.059229934,-1.059791529,0.597806359,-0.857944042,0.123922631,-0.578334006
AT4G38340,2.230653708,-1.197506492,-0.468283403,0.136574586,-0.539743509,-0.26942886,-0.410759914,-0.326057955,0.844551841
AT4G38420,-0.156027168,1.00291545,-0.555688318,2.259688818,-0.429523066,-0.521579949,-0.223816796,-0.91332655,-0.462642421
AT4G38840,-0.742055525,-0.187033477,-1.277731433,2.300924478,0.238790417,0.370699571,-0.456845848,0.040838439,-0.287586621
AT4G38860,1.081216674,0.099553661,-1.723660072,0.998838804,0.986442009,-1.067275183,-0.595588578,-0.314735753,0.535208437
AT4G38960,-0.168776285,0.309873316,-0.557794088,2.255743248,-0.985459581,0.709599568,-0.256988065,-0.450368329,-0.855829784
