,hr0,hr0.25,hr0.5,hr1,hr2,hr4,hr8,hr12,hr24
AT2G39420,-1.151214266,1.074369274,-0.775914936,1.936697805,-0.367944635,0.614981186,-0.416554853,-0.280561313,-0.633858261
AT2G39560,-0.811857825,0.017695778,-0.283975917,2.021611986,-0.522611716,1.254309267,-0.993568416,-0.109358261,-0.572244895
AT2G39650,-0.367864,0.726879611,2.393675394,0.048681143,-0.615791441,-0.402264684,-0.558213814,-0.637188603,-0.587913606
AT2G40080,-0.444501558,0.571278246,-0.39635033,2.308592835,0.276262803,-0.130040518,-0.877834646,-1.021727475,-0.285679359
AT2G40140,-0.873120949,0.54729669,1.86868003,0.065450665,-0.492814477,-0.746434366,1.167285582,-0.990787983,-0.545555192
AT2G40260,1.125470106,1.071638392,-0.060287081,0.821985725,-0.545846292,-1.007997443,-1.86353605,0.146536488,0.312036156
AT2G40330,-0.842949602,-0.139767247,-0.868762317,2.316283648,-0.270397417,0.651050663,-0.690956137,0.208796139,-0.36329773
AT2G40340,-1.180271432,0.840129533,-0.538610306,1.714576652,-0.192471056,0.883751057,-1.335422511,0.064599449,-0.256281386
AT2G40470,0.706334358,1.089180808,0.621079427,1.419921111,-0.692985447,-1.046167338,-1.429933826,-0.521763546,-0.145665547
AT2G40670,-1.311789586,-0.360361084,-0.623882228,0.356157895,1.834324132,1.078454909,0.347116817,-0.898487748,-0.421533107
AT2G40750,-1.127385783,0.771995264,0.004185903,2.298177384,-0.361227854,-0.500581953,-0.487909564,-0.13444937,-0.462804028
AT2G41070,1.044660388,0.24002339,2.04320335,-0.771263031,-0.170380997,-1.257377367,-0.367507949,-0.227995562,-0.533362222
AT2G41100,-1.223767165,1.592387714,0.09108535,1.519882144,-0.941627697,0.107590242,-0.061825027,-0.259847034,-0.823878526
AT2G41240,1.134856587,1.202698725,-1.498765096,0.15227147,-0.069848915,-1.27263435,0.021368318,-0.646370819,0.976424081
AT2G41690,-0.767123632,-0.391652463,-0.646232397,-0.719692183,1.459980845,-0.773520135,1.709062256,-0.511363327,0.640541036
AT2G41710,0.106775344,-0.094400157,1.118392433,-0.643556299,0.292566082,-1.555544281,1.698262696,-0.96115436,0.03865854
AT2G41940,-1.462934625,-1.324017882,-0.197840645,-0.394299528,0.135443636,1.458359047,1.220899325,0.524234824,0.040155848
AT2G42200,-0.285415386,-0.286922683,0.646404291,-0.435117632,-0.485021103,1.882628186,-1.780546075,0.40669411,0.337296292
AT2G42350,-0.920418077,0.373350001,-0.81047145,2.261357445,-0.556264885,0.465025818,-0.075589172,-0.837466388,0.100476708
AT2G42380,1.708899851,-1.106368449,0.606765497,-0.727651316,-0.024687149,0.283717381,-1.577290881,0.558049143,0.278565922
AT2G42430,-0.43160566,-1.302493016,-0.666319435,-0.534105091,0.635226364,-0.074210037,-0.400847282,0.690843838,2.083510318
AT2G42660,0.77463106,0.627038294,-0.012963361,1.436347918,-0.376059389,-0.522134201,-2.088677711,0.358212234,-0.196394844
AT2G42760,-0.511058199,0.579774837,2.415395129,-0.725738747,0.087506231,-0.763383999,-0.199134758,-0.545652105,-0.337708389
AT2G42800,1.477468194,0.236242436,1.547698242,-1.393559701,-0.38932582,-0.445818636,-0.945133158,0.25324859,-0.340820147
AT2G42850,1.060302758,-1.188826983,-0.887065725,1.054942743,-0.316426554,1.000938087,-1.47523966,0.407635731,0.343739604
AT2G43000,-0.4809538,-0.228242378,-0.415450673,-0.120180446,-0.316653279,-0.502775046,2.640874135,-0.422535853,-0.154082661
AT2G43010,-1.154781485,-0.757560123,-0.900538889,-0.291637421,-0.348654709,2.109195734,0.525640947,0.496224532,0.322111415
AT2G43140,-0.883802299,-0.407695456,-0.794911106,2.133082768,-0.383027554,1.190205276,-0.155111934,-0.209235717,-0.489503978
AT2G43910,-0.725657791,-0.391207098,-0.548714446,0.615804072,-0.405378428,2.461717265,-0.439023768,-0.107844594,-0.459695213
AT2G44370,-1.106026626,-0.124671327,-0.772281449,0.86853483,-0.706571541,0.940288878,1.876125239,-0.613113738,-0.362284267
AT2G44570,-0.121432761,0.325643897,2.363526793,-0.469101242,-0.414642967,-1.01359844,-0.91801125,0.114237667,0.133378304
AT2G44840,-0.666273974,0.141690117,2.579684792,-0.581739364,-0.158874817,-0.417865708,-0.075462276,-0.418002763,-0.403156007
AT2G44910,0.299562745,-1.546497684,-0.767764273,-1.44457929,0.136416717,0.75709196,0.998191385,0.896707087,0.670871355
AT2G44940,-1.16194726,-0.495628936,-0.911855757,1.934849029,0.925853293,-0.238909122,-0.748502206,0.111147205,0.584993755
AT2G45050,1.42153472,-0.775662737,0.819126847,-1.999728921,0.190768889,-0.576436222,0.13970238,0.304408033,0.476287012
AT2G45160,-1.30269459,0.082869643,0.428693937,1.774230395,-0.208597766,0.770526221,-0.542070179,0.373284463,-1.376242124
AT2G45190,-1.14457979,-0.978109234,0.034179175,-1.151112323,-0.082453593,1.692935833,0.61764876,1.071932004,-0.060440833
AT2G45480,0.049360957,0.462654633,0.616459117,0.614624274,-0.893287655,0.968252417,-2.276563879,0.19461275,0.263887386
AT2G45680,-0.821999369,1.220434169,0.349448002,1.860795133,-0.808571404,0.2602369,-0.88054383,-0.420558283,-0.75924132
AT2G46270,-0.034296711,0.695196338,0.183064221,2.285194862,-0.616737027,-0.461391334,-0.267995436,-0.942619769,-0.840415145
AT2G46310,-1.289522433,-0.268872418,-0.4474413,0.019289578,0.670221535,-0.222653033,2.265518216,-0.072590391,-0.653949755
AT2G46340,-0.741260249,-0.058492115,-0.743161469,2.134698848,-0.422369799,1.210303959,-0.435472784,-0.30005535,-0.644191041
AT2G46400,-0.926021956,-0.097429475,2.545576787,-0.265292157,-0.039921305,0.051323468,-0.590547965,-0.334104618,-0.343582778
AT2G46410,-1.060539182,0.779371469,-0.414166477,2.083171497,0.141300896,-0.870206076,-0.173607915,0.402150013,-0.887474226
AT2G46420,-0.581896749,0.338303861,-0.457057289,2.212684849,-0.582933299,0.910940241,-0.836272045,-0.315712679,-0.688056891
AT2G46510,-1.584797692,-0.46822731,0.298487498,-1.025243765,1.098855363,0.155885417,1.692492505,0.012776735,-0.180228751
AT2G46530,-0.537712502,-0.797672087,0.444222079,-1.87008708,0.304886259,0.261807561,1.617888099,0.754537671,-0.177870001
AT2G46640,-1.171139127,-0.819871792,-0.690765603,0.112279571,-0.052890592,2.192205534,-0.185338995,0.773664706,-0.158143701
AT2G46650,-1.344735165,-0.813558642,-1.325573802,-0.595573525,0.875539113,0.781020803,1.045119612,0.690491101,0.687270505
AT2G46680,2.366955438,-0.073510029,0.559282871,0.131568906,-0.658015633,-0.692471937,-0.554798602,-0.179245398,-0.899765616
AT2G46690,0.586851308,-1.690488757,-1.819302578,0.487819048,0.519600446,0.309890082,0.62537742,0.411187929,0.569065104
AT2G46790,-0.565913716,-0.224057222,-0.575006656,2.485827664,-0.529048783,0.598578776,-0.458997049,-0.325441149,-0.405941865
AT2G46810,-0.685071801,-0.367792187,0.066061622,0.295220311,-0.828576048,2.37476035,-0.212640072,0.281757604,-0.923719779
AT2G46830,-0.511698031,0.291092625,-0.140871584,1.987104656,-0.920945056,0.966004457,0.242490368,-0.870651076,-1.042526359
AT2G46970,1.390898341,-1.462253409,-0.598114652,-1.492087704,0.448339132,0.169409716,0.212569334,0.96741227,0.363826972
AT2G47460,0.00998309,-0.258461629,-0.77291702,2.534176274,-0.398420427,0.292086227,-0.547952522,-0.40879362,-0.449700372
AT2G47550,-0.579056467,0.549557898,-0.704722245,1.829424044,-1.023902453,0.805863811,-0.755927902,0.727634495,-0.848871182
AT2G47810,1.49476918,0.556112976,0.157720044,0.794153354,-1.052305398,0.247595919,-1.747136064,0.263448646,-0.714358656
AT2G47850,-0.135523697,-0.01148609,0.050714444,-0.697526804,1.00302325,-1.789155268,1.320534528,-0.738562281,0.997981917
AT3G01060,-1.188168359,-0.607833029,-0.452283462,0.063522805,-0.279027882,1.925362255,0.880954969,0.662576557,-1.005103855
AT3G01220,0.702857262,0.192361024,1.371362247,-0.417746499,-0.294184011,-0.625160498,-1.911811988,1.12320897,-0.140886506
AT3G01330,1.863341837,-0.524782394,0.659883721,0.201237307,-0.13941278,-0.289815418,-1.7302011,0.562447515,-0.602698687
AT3G01900,-1.699118527,0.047838388,-0.991296529,0.611781498,0.423626545,0.306645202,1.825532873,-0.332803549,-0.192205902
AT3G01970,-0.706715714,-0.431366856,-0.442714964,0.063517227,-0.028231214,-0.657883029,2.51311707,-0.553054712,0.243332191
AT3G02140,-0.598788633,1.376287742,0.756327689,1.731190321,-0.719193953,-0.562720553,-0.594379817,-0.57865597,-0.810066826
AT3G02150,-1.156545049,-0.572491811,-0.439742696,-0.315299011,0.296200181,1.531626016,1.69957398,-0.225480904,-0.817840706
AT3G02380,-0.815182767,0.43588734,-0.386142282,1.866752383,-0.581518179,1.292680022,-0.094501637,-0.764715163,-0.953259717
AT3G02493,1.226110358,-1.001718169,-1.811215137,0.241967333,1.104401772,-0.41603187,-0.155139825,0.857445073,-0.045819536
AT3G02550,-1.045938114,-0.014043614,-0.52121928,2.074690465,-0.331851424,1.232444039,-0.278516259,-0.579550414,-0.536015399
AT3G02830,-0.719438293,-0.191806745,-0.128897911,0.669251421,-0.566113584,2.304430354,-0.533543721,0.182173016,-1.016054538
AT3G02910,-0.533620927,0.850837939,-0.29143997,2.353025703,-0.562290772,-0.044808466,-0.624169753,-0.532096472,-0.615437281
AT3G02940,2.606777798,-0.40958593,0.117855314,-0.237305762,-0.497043009,-0.431949384,-0.409422972,-0.154972233,-0.584353822
AT3G04060,0.998022636,0.158913992,0.050418771,1.839204002,-0.108014833,-0.707863719,-1.631479442,-0.645649232,0.046447826
AT3G04420,-1.063115632,-0.349525042,-0.785961933,2.055325055,-0.281527157,1.095728567,-0.776352796,0.145881599,-0.04045266
AT3G04640,-0.732515334,1.187991167,2.119978685,-0.582849113,-0.409256635,-0.760244257,0.075863486,-0.626665031,-0.272302968
AT3G05690,-0.237598662,0.615741898,-1.215186077,2.301411505,-0.410556809,-0.239628526,0.134247986,-0.253450566,-0.694980749
AT3G05770,-0.280910481,-1.084694249,-1.424856234,-0.192797928,1.181927142,-0.11185857,1.658253316,-0.365165616,0.62010262
AT3G05800,-0.567507532,1.073164255,-0.016317978,2.152665695,-0.55480167,0.026907109,-0.939139831,-0.512558392,-0.662411656
AT3G05860,1.351942292,1.032534372,0.393373982,1.178874803,-0.881945651,-0.64054424,-1.310348161,-0.450280997,-0.673606401
AT3G05936,-0.624913489,1.824070853,0.194695227,1.384213461,-0.707328577,-0.0844288,-1.038096617,-0.090924647,-0.857287411
AT3G06250,-1.075738964,-1.167969948,-0.27736011,-0.590750767,0.176494324,1.85738321,-0.03910617,1.246370949,-0.129322524
AT3G07000,-1.571943035,0.768433373,-0.922432939,1.709082177,-0.117679245,-0.489190783,-0.159942202,0.930748139,-0.147075485
AT3G07195,-0.700915847,-0.115308857,-0.921701322,1.911928104,-0.606717669,0.031033292,1.435907208,-0.405961763,-0.628263146
AT3G07500,-0.395631956,0.066099775,1.185104163,-0.353915552,-0.946149484,-0.777737047,2.090534795,-0.258095443,-0.610209251
AT3G07650,0.244261597,-0.037012192,0.047154623,-0.448534683,1.495315581,-1.827204009,0.259251199,-0.881042628,1.147810513
AT3G08660,-1.372240397,-0.748976027,-0.423536395,0.691431173,-0.477908576,2.05031893,-0.071144776,0.622846465,-0.270790397
AT3G09600,-0.686461138,-0.376335767,-0.477610269,1.193100757,-0.536531662,1.849101246,0.742684475,-0.758116995,-0.949830647
AT3G09940,-1.666316349,0.093180751,-1.343436055,1.090154664,1.360714839,0.44747045,0.286563144,0.02638887,-0.294720313
AT3G10030,-0.091823593,0.065278984,0.889952127,-0.841175093,-0.2446329,-1.047817861,2.200962469,-0.62750029,-0.303243842
AT3G10040,-0.723201915,-0.20172534,-0.586966503,2.158499785,-0.468165439,1.23571004,-0.529129752,-0.356291442,-0.528729434
AT3G10490,-0.781925296,-1.176708445,-0.173622874,-0.882652416,0.102575658,-0.509228128,1.879296799,1.090387864,0.451876837
AT3G10815,-0.940522273,1.98780727,0.538590531,0.391589279,-0.546049566,-0.90520499,0.817367492,-0.544584715,-0.798993027
AT3G10930,-0.655624977,0.04124359,2.485615774,-0.384557752,-0.321645747,-0.653807071,0.474359192,-0.510973455,-0.474609553
AT3G11020,-0.72773044,1.021534941,1.707914705,0.644671932,0.175670888,-1.13619766,-0.313485778,-1.291379356,-0.080999233
AT3G11090,-1.12115356,-0.550861922,0.020813963,-0.308798033,-0.582423753,1.638440573,-0.657449214,1.694170165,-0.132738219
AT3G11100,-0.196786271,-0.624304128,0.443882421,-1.113470566,0.45072343,-0.982110613,2.186348465,-0.376559719,0.21227698
AT3G11260,0.767577436,-0.253998815,-0.63594678,2.248887602,-0.6233996,0.355803306,-0.996339947,-0.478432335,-0.384150867
AT3G11280,-0.818322582,-0.844050755,-1.740086061,0.816266149,0.244730292,0.394496351,1.622316543,0.053682349,0.270967714
AT3G11370,-0.421003649,0.972605196,-0.484519601,2.337631844,-0.51033367,-0.403910716,-0.587449375,-0.427956895,-0.475063135
AT3G11390,-0.007733212,1.263704254,-0.355386547,2.097386838,-0.708050636,-0.655328101,-0.737891882,-0.461569178,-0.435131536
AT3G11402,-0.563347505,0.119084416,-0.665290752,2.583811192,-0.442239158,-0.005972269,-0.307440366,-0.386123809,-0.33248175
AT3G11580,-1.69741043,-0.499862323,0.257522984,0.080047269,0.058463556,-0.853860273,1.916947588,0.610521995,0.127629635
AT3G12320,-0.858020728,0.786736434,-0.392034698,2.102095019,-0.93349513,0.374221473,0.291338198,-0.550481794,-0.820358774
AT3G12730,-1.534200657,-1.14902348,0.340661008,0.075849564,0.686705799,0.142471345,1.774777858,0.334173986,-0.671415424
AT3G12820,0.816080052,0.68344079,2.006128329,-0.831352687,-0.864408012,-1.09724845,-0.33408117,-0.28094422,-0.097614632
AT3G12977,1.245618992,-1.232035256,-1.348639843,-0.778738194,-0.021501663,-0.112453005,1.276367008,0.043397152,0.927984808
AT3G13040,-0.783769024,-0.581526102,-0.497654387,0.916800717,-0.726471817,1.532337117,1.452685006,-0.419516221,-0.892885289
AT3G13760,-0.547181835,0.654914981,-0.584050885,2.471443504,-0.460716803,-0.345473283,-0.444919807,-0.461965624,-0.282050248
AT3G14020,-0.427276708,-1.02221222,-0.61876001,-0.598655117,0.568339771,-0.246996476,2.15688825,-0.604692341,0.793364851
AT3G14060,2.088566196,-0.432266601,-0.007512558,-0.995531606,0.122410528,-1.445815296,0.161353147,-0.061085174,0.569881364
AT3G14180,-0.160654303,-0.922944494,0.969192553,-1.068959721,-0.027466957,-0.456843874,2.119783313,-0.568990836,0.116884319
AT3G14810,-1.24584825,-0.532943815,-0.916490081,2.061808241,0.056453186,0.816983209,0.392567113,-0.471218705,-0.161310898
AT3G15030,-1.305742077,-0.832617645,-0.650144012,-0.75300964,-0.048321552,0.71803245,0.406718566,1.899786222,0.565297688
AT3G15210,-0.891143453,-0.827655168,-0.857773277,1.242807908,-0.216558937,0.572255853,1.863234715,-0.479494278,-0.405673361
AT3G15354,-0.812433503,-0.138977018,-0.609892379,1.872025485,-0.354382864,1.555479431,-0.451219526,-0.272374683,-0.788224942
AT3G15500,-0.744625184,-0.358181244,-0.391192437,-0.612469011,0.758273839,-0.760172872,2.312706055,-0.467382642,0.263043496
AT3G15510,-0.562212808,-0.808599943,-0.678730829,-0.63996229,0.474259337,-0.284389449,2.399331089,-0.164598727,0.26490362
AT3G15570,-0.386210674,-0.592260817,0.399690616,-1.768888795,-0.519324086,1.159832004,-0.12640966,1.587408191,0.24616322
AT3G16175,-0.840010793,-0.163369015,0.001041516,0.908977467,-0.77408283,2.187543766,-0.352359552,-0.001956796,-0.965783762
AT3G16330,-1.933969427,1.410448199,-0.113841135,0.402434622,0.636177408,-1.171333045,0.409932317,-0.02709953,0.387250591
AT3G16350,-1.043980635,1.76467104,-0.232069017,1.571569088,-0.514204412,0.161748871,-0.618142825,-0.489658856,-0.599933253
AT3G16770,-0.533321314,-0.583754599,-0.573299861,-0.44879612,0.636346368,-0.640238207,2.374619149,-0.542533807,0.31097839
AT3G16800,-0.295803407,-0.308087786,-0.8889258,2.431692468,-0.588062898,0.489690876,-0.030758453,-0.088755251,-0.72098975
AT3G16857,-0.152102829,-0.28722227,-0.041125322,-0.391752778,-0.258609529,-1.014400469,2.283382948,-0.911680935,0.773511185
AT3G16860,-0.936142412,1.600506582,0.92721048,-0.276957593,-0.227589938,-1.100864354,1.208197859,-0.904508363,-0.28985226
AT3G17040,-1.162495222,-0.370714215,-0.921072348,0.936593962,-0.099944539,2.018060708,0.330540427,0.038632384,-0.769601158
AT3G17609,-0.957633044,-0.313337933,-0.968925746,1.11996188,0.264236331,1.986427036,-0.011520789,-0.286228974,-0.83297876
AT3G17690,-1.566951099,1.185331288,-0.459280781,-0.660049414,0.798970898,-0.860817216,1.444753635,0.157532884,-0.039490195
AT3G18010,-0.837813096,-0.930253201,0.258380537,-1.100805567,0.106792015,0.380187422,2.210000176,0.191678077,-0.278166364
AT3G19860,0.065372506,-0.145491219,0.68517789,-0.574643168,-0.033246473,-0.930194492,2.247012884,-1.102055235,-0.211932693
AT3G20600,-1.191388352,1.709722675,1.321644324,0.650265599,-0.597410802,-0.302769078,-0.169659857,-0.680830783,-0.739573726
AT3G20770,-0.534227662,-0.321016285,-0.848379284,-0.562301783,1.136039111,-0.886237314,2.067117885,-0.361161323,0.310166656
AT3G21150,-0.441522863,0.247664133,-0.395024266,2.601846172,-0.438256929,-0.334192004,-0.392267595,-0.405631686,-0.442614963
AT3G21330,0.594814535,-0.954594249,0.66810403,-1.574475785,-0.477156744,-0.151396856,1.706249624,0.655460039,-0.467004594
AT3G21460,-1.152079488,-0.617244677,0.981306528,-1.073460114,0.019420749,0.348803716,1.972854402,-0.086115104,-0.393486012
AT3G21560,-0.579057621,0.601559138,-0.183505965,2.339599199,-0.584000201,0.358295999,-0.779866471,-0.464439705,-0.708584373
AT3G21670,-1.093820066,-0.45852016,-0.706763515,1.308007958,-0.396998705,1.849763276,0.499579413,-0.338056077,-0.663192123
AT3G21690,-1.150743814,-0.406590032,-0.389830648,1.420722123,-0.526181152,1.854885211,-0.429026652,0.242842679,-0.616077715
AT3G21760,-1.330598208,-0.535313927,-0.544072124,0.572128228,-0.154283074,2.244966179,0.143584297,0.081739284,-0.478150655
AT3G21870,-1.14345655,-0.081393169,0.301010134,0.844092376,-0.72503541,1.019212097,1.59177705,-0.626184146,-1.180022383
AT3G21890,-0.556656807,0.257787418,-0.297239185,2.538226948,-0.628457774,0.075819635,-0.443982944,-0.317957717,-0.627539575
AT3G22275,-1.538481588,-0.022657251,-0.583758836,-1.005460635,1.408391339,-0.075506079,1.495540403,0.200379799,0.121552848
AT3G22830,0.194160619,0.923987438,0.392204336,2.070927682,-0.518270998,-0.71827614,-0.932576774,-0.791710334,-0.620445831
AT3G22840,-0.755859036,-0.103366588,-0.692412199,1.42476589,-0.462701518,1.978276442,-0.237680643,-0.399426985,-0.751595362
AT3G23210,-0.736221417,0.448551228,-0.119324179,2.234335472,-0.502673188,0.680007711,-0.942588383,-0.327686517,-0.734400727
AT3G23240,-1.222893396,1.785605755,0.270048562,-0.974285461,0.553478353,-1.127134433,0.566285643,-0.364557547,0.513452524
AT3G23250,-0.716351849,0.222922572,1.020955208,-0.459273848,-0.415648228,-0.611444739,2.202012242,-0.710016459,-0.533154899
AT3G23530,-0.834773,-0.402466839,-0.603004814,2.104438024,-0.387843257,1.294745319,-0.351766391,-0.232573004,-0.586756039
AT3G23630,-0.633374279,2.011260484,1.048179693,0.504695284,-0.435591207,-1.057236106,-0.134235537,-0.540160858,-0.763537474
AT3G23635,-0.189501412,-1.222333131,-1.13365214,-1.213277361,0.945162222,0.249030595,0.403326241,0.72057254,1.440672445
AT3G23810,-0.201155935,0.392377827,-0.276325746,2.062405267,-0.779567351,0.914291465,-1.275180785,-0.251374783,-0.585469958
AT3G24140,-1.140742228,-0.908527106,0.026101705,-1.034797851,0.627098548,1.369826141,1.468016064,0.18007196,-0.587047232
AT3G24310,1.095761717,-0.798400009,-0.091006093,0.136481681,0.148165207,-1.66535952,1.756655187,-0.49633929,-0.085958881
AT3G24420,-1.108217282,-0.783698769,-1.089705234,0.806328917,0.243965658,2.040787341,0.210553156,-0.169430721,-0.150583066
AT3G24520,0.262529275,0.9446643,0.642911918,1.707456981,-1.053933344,0.123834328,-1.242660706,-0.491419698,-0.893383054
AT3G24840,-0.11695353,0.764045746,-0.211284178,2.333426128,-0.742657494,-0.126612128,-0.892725819,-0.360018574,-0.647220151
AT3G25655,-0.52374951,1.795829347,1.59956129,0.160949603,-0.465847199,-0.815934116,-0.54941952,-0.671014124,-0.530375771
AT3G25780,-0.783494211,1.426357578,1.985526583,-0.518828887,-0.300331009,-0.760436587,-0.459348254,-0.086209431,-0.503235782
AT3G25790,1.386133292,-0.846000917,-0.934750676,-0.170720334,-0.377606825,0.398795686,-1.306015089,1.533834166,0.316330696
AT3G27170,-0.6751735,-0.335199473,-1.022035604,1.990272971,-0.342283018,1.377261956,-0.156551147,-0.280614182,-0.555678002
AT3G27220,-0.72066693,-0.396767236,-0.816633074,1.891510438,-0.335380867,1.543163973,-0.66244226,-0.152770008,-0.350014035
AT3G27510,-0.122333475,0.487464777,-0.621357014,2.479772539,-0.232862801,-0.749234717,-0.506660337,-0.554231803,-0.180557171
AT3G27650,0.56664661,-0.914610433,-1.339723056,1.383897289,-0.388611303,0.916003774,-1.046168467,1.006897018,-0.184331432
AT3G27690,-0.712679804,-0.626332527,-0.653419058,-0.45323218,-0.121342156,2.401031321,0.546549827,0.207586843,-0.588162266
AT3G28857,1.226327648,-1.60970091,-0.973768574,-0.271715159,1.017568138,-0.485320064,-0.451687717,1.097656897,0.450639742
AT3G28910,0.393485523,1.359263602,0.601371929,1.193414146,-0.291510993,-0.671103038,-1.844460464,-0.378968312,-0.361492394
AT3G29000,-0.468451767,1.01726796,2.302826873,-0.309644688,-0.51799259,-0.586274377,-0.304604858,-0.569835528,-0.563291025
AT3G29035,0.355023522,-1.007740772,-1.332929734,-0.530748017,1.359060806,-0.889223128,0.603411548,0.1064236,1.336722176
AT3G29680,1.690772212,-0.770687149,-1.531866855,1.251424411,-0.438769622,0.125267733,-0.170179385,0.360948565,-0.516909909
AT3G30210,2.302052519,-0.662056165,0.526525736,-0.126518134,-0.02205224,-1.100035082,-0.099412499,0.045488961,-0.863993096
AT3G43930,2.4613779,0.184841444,-0.139398471,-0.505490177,-0.778416066,-0.472781204,-0.783653383,0.323657489,-0.290137531
AT3G44260,-0.607314359,0.779903876,2.412554226,-0.162392403,-0.468733872,-0.519248681,-0.48516372,-0.458360709,-0.491244358
AT3G44450,-0.496424102,0.560812133,-0.274545988,2.508367356,-0.370574907,-0.438507917,-0.537109352,-0.460185151,-0.491832071
AT3G44860,-0.923315776,1.593204775,0.251739151,1.045701694,-0.567868327,-0.793447326,1.056000967,-0.875748834,-0.786266324
AT3G44870,-1.16105603,2.219955117,0.548867023,-0.679447204,0.530537496,-0.424730167,-0.104108753,-0.298164476,-0.631853007
AT3G45530,0.110794661,0.282187796,-0.492600849,2.501504837,-0.689621346,-0.290388213,-0.798194746,-0.221273219,-0.402408921
AT3G45610,-0.653734816,-0.71611258,-0.221282524,-0.405680634,0.420009919,-0.177488711,2.436756993,0.142343766,-0.824811413
AT3G45840,-0.510738684,0.167855416,-0.596862699,2.580737132,-0.424743766,-0.076578124,-0.601803551,-0.295696367,-0.242169356
AT3G45960,-0.839017477,1.032694346,2.067440238,0.087464245,-0.368319797,-0.538411957,-1.188430727,0.070277703,-0.323696576
AT3G46130,0.466812427,-0.829095162,-1.49677967,0.503358535,0.674201626,-1.084782178,1.563047942,-0.4013214,0.604557882
AT3G46190,-0.740173902,-0.975103815,-0.587542129,2.171520823,0.188823863,-0.390177349,0.998269807,-0.464429485,-0.201187815
AT3G46270,-0.689405747,-1.115358101,-1.424556862,1.434030722,0.401456956,0.897564152,0.83520678,-0.655828256,0.316890356
AT3G46600,-0.517500906,0.824402404,2.157102633,-1.252582473,-0.195530776,-0.859244295,0.112617915,-0.184788708,-0.084475795
AT3G46640,-0.115251239,1.211916814,0.004722543,1.39564859,0.450199563,-1.0238296,-1.0726668,-1.375821822,0.52508195
AT3G46800,-0.36887869,0.795128284,-0.6461969,2.392319658,-0.594391369,-0.146876772,-0.508799419,-0.587370347,-0.334934445
AT3G46810,-0.31804464,0.37773744,-1.015074593,2.488319171,-0.473484828,-0.17441934,-0.338037906,-0.361735282,-0.185260021
AT3G47470,-1.052880603,-0.783504326,-0.883982941,-0.490377842,-0.047265124,1.740900884,1.083113983,0.908151046,-0.474155076
AT3G47500,-0.946319053,0.897455719,-0.386169953,2.084991545,-0.942934268,0.440007021,0.005101506,-0.408324494,-0.743808023
AT3G47620,-0.821138901,-1.446325009,-1.413419203,0.334087966,0.596430605,0.801353162,1.405850295,0.308206147,0.234954937
AT3G47960,-0.678168049,1.235386609,0.106315177,1.739026234,-0.703754625,0.60292276,-1.229734314,-0.407983981,-0.66400981
AT3G48160,2.138350533,-0.627408837,0.452548072,-0.255761172,0.319909008,-0.374974084,-1.569583147,0.122184963,-0.205265335
AT3G48590,-0.979015781,-1.052956249,-0.411450362,-1.103300659,0.171354762,0.559632578,1.902541017,0.745623143,0.167571552
AT3G48920,1.284435665,-1.054871213,-0.850971379,1.113558201,-0.034541046,-0.402252828,-1.45319252,0.802761577,0.595073543
AT3G49530,-0.18092973,0.66695124,2.460810279,-0.481680735,-0.557722739,-0.466396419,-0.456690043,-0.410849328,-0.573492525
AT3G49690,2.235440884,-0.188562882,0.167481443,-0.136971874,0.210255892,-1.632520866,-0.367418884,-0.275612053,-0.012091661
AT3G49930,0.726782368,1.242866515,0.568769678,0.681970752,0.069091489,-1.139111601,-1.788399097,-0.715894287,0.353924184
AT3G49950,-0.915196656,-1.016327294,-0.067115516,-1.639190374,0.527016802,0.320070324,1.383772395,0.426678513,0.980291805
AT3G50010,-0.986869759,-0.331895835,-0.932813873,2.090629576,-0.55649727,1.071164958,-0.268035326,0.224050343,-0.309732814
AT3G50060,-0.492530509,0.784361688,2.413138472,-0.306011875,-0.626829404,-0.320747854,-0.601072717,-0.367207766,-0.483100035
AT3G50260,-0.862895191,1.596037991,0.766699489,0.613418335,-0.379593766,-1.220674059,0.931689831,-1.037165063,-0.407517568
AT3G50330,0.516776918,0.600388055,1.851815088,-1.435543941,-0.382783471,-0.157666773,-1.190253429,0.469395028,-0.272127475
AT3G50460,-0.760252025,-0.754285551,-1.088992768,0.950513468,-0.152175157,0.65907471,1.962712054,-0.653756353,-0.162838377
AT3G50700,-0.501271092,-0.88038105,-0.527057185,-1.289769568,1.093309631,-0.237436312,1.821763976,-0.143434225,0.664275823
AT3G50750,-0.672595843,-0.867732293,-0.492983762,-1.021500908,0.29950227,-0.289032503,2.237428179,0.443931842,0.362983018
AT3G50890,1.211440459,-0.63655128,1.038880916,0.192303319,-0.465846225,-0.768618713,-1.761204966,1.038509915,0.151086573
AT3G50930,-0.474057535,0.714996563,2.416803519,-0.190742179,-0.367258551,-0.781657049,-0.251372917,-0.599444973,-0.467266879
AT3G51060,-0.774216393,-1.213977613,-0.187679258,-1.350795674,0.338521942,0.586343035,1.695393204,0.051066551,0.855344205
AT3G51240,-0.649572119,-0.025547771,-0.633322966,2.101332181,-0.536720569,1.288172923,-0.510719178,-0.421343461,-0.61227904
AT3G51450,-1.484823404,-0.056721098,-1.0071608,0.470174311,0.991670151,-0.459027111,1.785445045,-0.389984051,0.150426956
AT3G51910,-0.267206096,-1.184181336,-0.8316412,-0.244035316,1.233545013,-0.30897708,1.7713444,-0.793691116,0.624842732
